outcome,payment_account_prefix_same_as_address_prefix,address_2a96c3ce94b3be921e0296097b88b56a,address_4d90f2e709f1fc0810e5aef472dd3935,address_794abfcfc9a51569c6415a61a319b352,address_91ea8f05b2be1f7fe36e86e20ea35105,address_a3d2de7675556553a5f08e4c88d2c228,address_ca8d4b018cb62966eebb2974f5a83b4f,address_e23d9777cddc347de82d839b2e54b22e,address_fb5f20b04f48113f484f73988d44a09a,address_infrequent_address,address_rare_address,payment_account_0875307e1731af94b3b64725ad0deb7d,payment_account_3e9073fb9219ceb4a1dc9dbb9e1acbe9,payment_account_a3d2de7675556553a5f08e4c88d2c228,payment_account_infrequent_account,payment_account_rare_account,bids_per_auction_per_ip_entropy_median,bids_per_auction_per_ip_entropy_mean,ips_per_bidder_per_auction_median,ips_per_bidder_per_auction_mean,only_one_user,ip_only_one_user_counts,on_ip_that_has_a_bot,on_ip_that_has_a_bot_mean,ip_entropy,dt_change_ip_median,dt_same_ip_median,num_first_bid,short,t_until_end_median,t_since_start_median,X0_hour72,X1_hour72,X2_hour72,X3_hour72,X4_hour72,X5_hour72,X6_hour72,X7_hour72,X8_hour72,X9_hour72,X10_hour72,X11_hour72,X12_hour72,X13_hour72,X14_hour72,X15_hour72,X16_hour72,X17_hour72,X18_hour72,X19_hour72,X20_hour72,X21_hour72,X22_hour72,X23_hour72,X24_hour72,X25_hour72,X26_hour72,X27_hour72,X28_hour72,X29_hour72,X30_hour72,X31_hour72,X32_hour72,X33_hour72,X34_hour72,X35_hour72,X36_hour72,X37_hour72,X38_hour72,X39_hour72,X40_hour72,X41_hour72,X42_hour72,X43_hour72,X44_hour72,X45_hour72,X46_hour72,X47_hour72,X48_hour72,X49_hour72,X50_hour72,X51_hour72,X52_hour72,X53_hour72,X54_hour72,X55_hour72,X56_hour72,X57_hour72,X58_hour72,X59_hour72,X60_hour72,X61_hour72,X62_hour72,X63_hour72,X64_hour72,X65_hour72,X66_hour72,X67_hour72,X68_hour72,X69_hour72,X70_hour72,X71_hour72,max_bids_in_hour72,sleep,dt_others_median,f_dt_others_lt_cutoff,dt_self_median,dt_self_min,monday,tuesday,wednesday,balance,s_monday,s_tuesday,s_wednesday,f_monday,f_tuesday,f_wednesday,bids_per_auction_median,bids_per_auction_mean,n_bids,n_urls,n_bids_url,f_urls,X301o49axv6udhkl,i695h0p5uj10gmq,q5draunzzjr7wc2,szyjr65zi6h3qbz,vasstdc27m7nks3,url_entropy,countries_per_bidder_per_auction_median,countries_per_bidder_per_auction_mean,countries_per_bidder_per_auction_max,ae,af,al,am,ao,ar,at,au,az,ba,bb,bd,be,bf,bg,bh,bi,bj,bn,bo,br,bt,bw,by,ca,cd,cg,ch,ci,cl,cm,cn,co,cr,cv,cy,cz,de,dj,dk,do,dz,ec,ee,eg,es,et,eu,fi,fr,ga,gb,ge,gh,gm,gq,gr,gt,hk,hn,hr,ht,hu,id,ie,il,in.,iq,ir,is,it,jm,jo,jp,ke,kg,kh,kr,kw,kz,la,lb,lk,lr,ls,lt,lu,lv,ly,ma,mc,md,me,mg,mk,ml,mm,mn,mr,mt,mu,mv,mw,mx,my,mz,na,ne,ng,ni,nl,no,np,nz,om,pa,pe,pg,ph,pk,pl,pr,pt,py,qa,ro,rs,ru,rw,sa,sc,sd,se,sg,si,sk,sl,sn,so,sr,sv,sy,sz,td,tg,th,tm,tn,tr,tt,tw,tz,ua,ug,uk,us,uy,uz,ve,vn,ye,za,zm,zw,books.and.music,furniture,home.goods,jewelry,mobile,office.equipment,sporting.goods
0,False,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,-1,8421052632,0,1,2642842105260,10775052631600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,True,14421052632,0,8421052632,1894736844,0,0,6,-4.49980967033,0,0,1,0,0,1,2,2,6,2,6,0.333333333333,0,0,0,0,0,3.40119738166,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1.2,0.333333333333,0.333333333333,1,0.333333333333,4.78749174278,2194368421050,-1,0,1,5438236842100,8172394736840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,True,4710526315,0.166666666667,2194368421050,107684210528,2,3,1,-0.405465108108,0.666666666667,1,0.333333333333,0.333333333333,0.5,0.166666666667,1,1.2,6,1,6,0.166666666667,0,0,0,0,1,0,1,1.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,2,0.333333333333,0.333333333333,1,0.5,0,2947894736840,-1,0,1,11001315789500,2640736842110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,True,26315790,1,2947894736840,2947894736840,2,0,0,-0.69314718056,1,0,0,1,0,0,2,2,2,2,2,1,0,0,0,0,0.5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,False,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.81415593573,1.5,3.25,0.430555555556,0.430555555556,1,0.0606060606061,108.528880246,217552631578,7368421053,1,1,5698473684210,5045684210530,0.166666666667,0.166666666667,0,0,0,0,0,0.166666666667,0.166666666667,0.333333333333,0.333333333333,0.5,0.333333333333,0,0,0.333333333333,0,0,0,0,0,0,0,0.166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333,0.166666666667,0,0,0,0.5,0,0,0.166666666667,0,0.166666666667,0,0,0,0.166666666667,0,0.166666666667,0.166666666667,0,0.166666666667,1,0.5,0,0,0.166666666667,0,0.166666666667,0.166666666667,0,0,0,0,0,0,0.166666666667,6,False,52657894737,0,1.525e+11,2052631578,15,18,8,-1.96471327602,0.833333333333,1,0.444444444444,0.365853658537,0.439024390244,0.19512195122,2,3.41666666667,41,2,41,0.0487804878049,0,0,0,0,0.878048780488,15.0064102807,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,-1,-1,0,0,61105052631600,5522052631580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,631578948,0,843840919867.279,444939118065.419,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.043321698785,1,1.125,0,0,1,1,50.9543503817,475842105262,7710526316,1,1,9839026315790,3192684210530,0,0,0,0,0,0,0,0,1,0.166666666667,0,0.5,0,0,0,0.166666666667,0.333333333333,0,0,0.166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.166666666667,0,0.333333333333,0,0,0,0,0,0,0.166666666667,0,0,0.333333333333,0,0,0,0,6,True,3368421054,0,65631578946,263157894,16,2,8,-5.76135232648,1,0.125,0.5,0.615384615385,0.0769230769231,0.307692307692,1,1.625,26,8,26,0.307692307692,0,0,0,0,0.653846153846,27.3317451169,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.835244147765,1,1.97826086957,0.389261744966,0.389261744966,1,0.147727272727,318.15263962,1.06e+11,1789473684,1,1,6305210526320,5698473684210,0,0.2,0.2,0.6,0,0,0.2,0.4,0.2,0,0,0.2,0.2,0,0.2,0.2,0.4,0,0,0,0,0.4,0,0.4,0,0,0.2,0.4,0,0.2,0,0.2,0.6,0.4,0,0.2,1,0,0.6,0,0.2,0,0.4,0.2,0.6,0.4,0.6,0,0.2,0.6,0.8,0.2,0,0.8,0.8,0,0,0.2,0.2,0.2,0.4,0.2,0.2,0.4,1,0.4,0,0.4,0,0.2,0.8,0.2,5,False,15947368422,0,103736842105,1368421052,34,36,21,-2.27196473184,0.944444444444,1,0.583333333333,0.373626373626,0.395604395604,0.230769230769,1,1.97826086957,91,8,91,0.0879120879121,0,0,0,0,0.230769230769,78.9508414866,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0113636363636,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10.6046029027,202.137713951,7,29.800295858,0.127916360968,0.127916360968,1,0.099164100308,288869.513218,263157894,368421054,91,0.105392672359,63688368421100,9316315789470,0.886503067485,1,0.911042944785,0.809049079755,0.809432515337,0.87231595092,0.837806748466,0.56786809816,0.347009202454,0.267254601227,0.176763803681,0.15222392638,0.147622699387,0.131901840491,0.119248466258,0.105828220859,0.097009202454,0.0977760736196,0.086273006135,0.0809049079755,0.0874233128834,0.0793711656442,0.0832055214724,0.0916411042945,0.0931748466258,0.0824386503067,0.111963190184,0.106978527607,0.120398773006,0.114647239264,0.126150306748,0.131518404908,0.11963190184,0.171012269939,0.142254601227,0.16027607362,0.181748466258,0.179064417178,0.165644171779,0.187883435583,0.183282208589,0.177914110429,0.166794478528,0.156441717791,0.177530674847,0.177530674847,0.201687116564,0.190567484663,0.219708588957,0.206671779141,0.196702453988,0.215107361963,0.178297546012,0.201687116564,0.178297546012,0.201687116564,0.219325153374,0.21740797546,0.222009202454,0.231978527607,0.252300613497,0.275690184049,0.279524539877,0.268788343558,0.269171779141,0.286426380368,0.29217791411,0.272239263804,0.290644171779,0.262653374233,0.264570552147,0.255751533742,2608,False,1526315788,0.128172678057,263157896,0,15829,15455,16262,-10.2856302595,0.973373508794,0.950375107613,1,0.332919698818,0.325053632272,0.34202666891,9.5,70.3343195266,47546,22003,47546,0.462772893619,0,0,0,0,0.366592352669,281953.650512,1,1.00887573964,4,6.07939692383e-05,0,0,0,0,0.00218858289258,0,0.00553225120068,0.000121587938477,0,0,0.000303969846191,0,0,0,0,0,0,0.00151984923096,0,0.0790321600097,0,0,0,0.000121587938477,0,0,0,0,0.000243175876953,0,0.000121587938477,0,0,0,0,0.000121587938477,0.00036476381543,0,0,0,0,6.07939692383e-05,0,0,0.00164143716943,0,0,0,0.000729527630859,0,0,0,0.0406103714512,0,0,0,0,0,0,0,0,0,0.189312420208,0.000243175876953,6.07939692383e-05,0.0679068636391,6.07939692383e-05,0,0,6.07939692383e-05,0,0.000121587938477,0,0.332239041887,0,0,0,0,0,0,0,0.0111860903398,0,0,6.07939692383e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562952155146,0,0,0,0,0.877682533893,0,0,0.000425557784668,0,0.00036476381543,0.00899750744726,0,0.000547145723144,0,0.00626177883154,0,0.000547145723144,0,6.07939692383e-05,0.000303969846191,0,0,6.07939692383e-05,0.000547145723144,0,0.00340446227734,0,0,0,0.000243175876953,0,0.000182381907715,0,0,0,0,0,0,0.000243175876953,0,0,1,0,0,0.00820718584716,0,0,0,0,0,0.0121587938477,0.0110645024014,0,0,0,0.000425557784668,0,0.168460088759,0,0,0,0,0,0,0,0,1
0,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.69314718056,117.419149301,3,16.9358420728,0.0960421261922,0.0960421261922,1,0.168747110495,399908.277359,263157896,421052632,90,0.167299596185,9770684210530,11341736842100,1,0.788421052632,0.704736842105,0.761052631579,0.656315789474,0.651578947368,0.578421052632,0.617368421053,0.652631578947,0.621578947368,0.607894736842,0.63,0.695789473684,0.728947368421,0.708947368421,0.735263157895,0.686315789474,0.639473684211,0.625789473684,0.562631578947,0.469473684211,0.479473684211,0.378947368421,0.325789473684,0.328421052632,0.284736842105,0.268421052632,0.236315789474,0.247894736842,0.221578947368,0.226315789474,0.192105263158,0.187894736842,0.214210526316,0.193684210526,0.196315789474,0.214736842105,0.195263157895,0.19,0.273157894737,0.256842105263,0.280526315789,0.286842105263,0.251578947368,0.254736842105,0.29,0.335263157895,0.441578947368,0.336842105263,0.347894736842,0.349473684211,0.344210526316,0.325263157895,0.391578947368,0.347894736842,0.361052631579,0.348947368421,0.375263157895,0.366842105263,0.387894736842,0.46,0.371052631579,0.379473684211,0.388421052632,0.409473684211,0.391578947368,0.448421052632,0.456842105263,0.391578947368,0.416842105263,0.440526315789,0.416315789474,1900,False,947368422,0.163323895698,263157896,0,19808,18803,19584,-14.4112733821,1,0.949262924071,0.988691437803,0.340372884268,0.323103359395,0.336523756336,3,35.9006785935,58195,2523,58195,0.043354240055,0,0,0,0,0.501606667239,183652.766561,1,1.78963602714,52,4.21265481506e-05,0.00353863004465,0.00223270705198,4.21265481506e-05,0.00143230263712,0.00219058050383,0.000337012385205,0.0032437442076,0.00113741680007,0.00109529025192,0,0.00269609908164,0.0034965034965,0.00176931502233,8.42530963013e-05,0,4.21265481506e-05,0.00168506192603,0.00699300699301,0.000210632740753,0.00770915831157,0,0.00269609908164,0.000168506192603,0.00543432471143,0.0034965034965,0.000337012385205,4.21265481506e-05,0.000126379644452,0.000210632740753,0.00417052826691,0.000505518577808,0,4.21265481506e-05,0.000126379644452,0,0.00189569466678,0.00278035217794,0.00176931502233,0.000126379644452,0,0.000716151318561,0.000337012385205,4.21265481506e-05,0.000126379644452,0.00109529025192,0.00808829724492,0.00063189822226,0.000126379644452,0.00627685567445,0.00126379644452,0,4.21265481506e-05,0.105779762406,0.000842530963013,0.000294885837055,0.000842530963013,0.00273822562979,0.0311315190833,0,0.000926784059314,0,0.000379138933356,0.0365658437948,0.000126379644452,0,0.538166652624,0.000800404414862,0.000505518577808,0,0.00113741680007,0,0,0,0.0932260510574,0,0.000126379644452,0,4.21265481506e-05,0,0.000126379644452,0,0.00775128485972,0.00593984328924,0.000926784059314,0.00172718847418,8.42530963013e-05,0.000126379644452,8.42530963013e-05,0.00273822562979,0.00139017608897,4.21265481506e-05,0.000168506192603,0.0032437442076,0.000589771674109,0.00501305922993,0.000126379644452,4.21265481506e-05,0.000252759288904,0,0.00383351588171,0,0.01958884489,0.00425478136322,0.0232538545792,0.0114162945488,0.00379138933356,0.00214845395568,1,0.000126379644452,0.000421265481506,0.00362288314096,0.0124694582526,0.00366500968911,0.000210632740753,0,8.42530963013e-05,0.00737214592636,0.0140281405342,0.0365658437948,0.00425478136322,0,4.21265481506e-05,4.21265481506e-05,4.21265481506e-05,0.0154183166231,0.00223270705198,0.000294885837055,0.00151655573342,0.000126379644452,0.00126379644452,0.000547645125958,0.000589771674109,0.000926784059314,0,0.000252759288904,0.0031594911113,0.00374926278541,0.003075238015,4.21265481506e-05,0.000463392029657,0,0.00328587075575,8.42530963013e-05,0.00067402477041,0.0102788777488,0,0.00197994776308,0.0278456483276,0,0,0.0593141797961,0.000252759288904,0.0033279973039,0.0283511669054,0.0989552616059,0,0,0,0.000210632740753,0,0.0804195804196,0.0152076838824,0.00842530963013,0,0,0,0,1,0,0
0,False,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,131473684208,-1,0,0,66393894736800,5572236842100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,78947368,1,131473684208,131473684208,0,2,0,-0.69314718056,0,1,0,0,1,0,1,1,2,1,2,0.5,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.221856094111,1,1.40677966102,0.276422764228,0.276422764228,1,0.276315789474,305.292992569,156947368420,6315789475,0,0.269662921348,9411368421050,8832315789470,1,0.5,0.214285714286,0.214285714286,0.285714285714,0.0714285714286,0.0714285714286,0.0714285714286,0,0.142857142857,0.0714285714286,0.0714285714286,0,0,0.0714285714286,0.0714285714286,0,0.142857142857,0,0.0714285714286,0,0,0,0,0,0,0,0,0.0714285714286,0.0714285714286,0.285714285714,0.0714285714286,0,0,0,0.0714285714286,0,0.0714285714286,0,0.0714285714286,0,0,0.0714285714286,0,0,0,0.0714285714286,0.0714285714286,0.214285714286,0,0.0714285714286,0.0714285714286,0,0.0714285714286,0.357142857143,0,0.142857142857,0.142857142857,0.0714285714286,0.0714285714286,0,0.0714285714286,0.0714285714286,0.214285714286,0.0714285714286,0,0.214285714286,0.285714285714,0.0714285714286,0.0714285714286,0.0714285714286,0,14,False,1105263156,0.224719101124,123578947368,894736842,32,32,25,-0.546012470382,1,1,0.78125,0.359550561798,0.359550561798,0.280898876404,1,1.50847457627,89,16,89,0.179775280899,0,0,0,0,0.337078651685,143.261703768,1,1,1,0.0142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285714285714,0,0,0,0,0,0,0,0,0,0,0.0142857142857,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.114285714286,0,0,0,0.0142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.58902691517,8.2156792237,3,3.8,0.317307692308,0.317307692308,1,0.3,141.837110046,1157894736,3578947370,0,1,2730526315790,10830105263200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1,0,0,0.15,0.45,0,0,0.1,0.9,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,20,True,39052631579,0.15625,2157894736,0,1,3,67,-58.3525592192,0.0149253731343,0.044776119403,1,0.0140845070423,0.0422535211268,0.943661971831,4.5,7.1,71,7,71,0.0985915492958,0,0,0,0,0.169014084507,119.658240062,1,1.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151515151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606060606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.45517403275,1,1.65714285714,0.0735294117647,0.0735294117647,1,0.609756097561,186.821194558,153157894737,10105263159,0,1,6233526315790,4881631578950,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0,0,0.166666666667,0.333333333333,0,0.166666666667,0,0,0,0,0,0,0,0,0.333333333333,0.166666666667,0,0.166666666667,0,0,0.166666666667,0,0,0,0.166666666667,0.166666666667,0.166666666667,0,0.166666666667,0,0,0.166666666667,0,0.5,0,0.333333333333,0.5,0.5,0.166666666667,0.166666666667,0.333333333333,0,0,0,0.666666666667,0.333333333333,1,0,0,0.333333333333,0.166666666667,0.5,0.333333333333,0,0,0,0,0,0,0,0.333333333333,0.333333333333,0,0.333333333333,0.166666666667,6,False,5947368420,0.016393442623,88078947368,315789476,22,22,19,-0.141830195439,1,1,0.863636363636,0.349206349206,0.349206349206,0.301587301587,1,1.8,63,34,63,0.539682539683,0,0,0,0,0.0634920634921,175.916487063,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454545454545,0,0,0,0.0681818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
